Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	binder2580-ACTIVE
Cc1ccc(C(=O)Nc2ccc(CN3CCC4C=NNC4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12	CHEMBL4640297-ACTIVE
COC[C@@H]1CCCN1N1CCN(c2cccc(Cl)c2)C1=O	CHEMBL555744-ACTIVE
Cc1ccc(-c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)s1	CHEMBL4584789-ACTIVE
COc1cc(Nc2nc(C)cc(N(C)C)n2)ccc1F	CHEMBL4241692-ACTIVE
O=C(NCCN1CCCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	CHEMBL1924014-ACTIVE
CN1CCN(CC2CCN(c3nccc4[nH]c(-c5cc(F)cc(F)c5)cc34)CC2)CC1	CHEMBL4789774-ACTIVE
CCc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1	CHEMBL476723-ACTIVE
CCc1cc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)on1	CHEMBL4101067-ACTIVE
O=C1OCc2cc(CCC3C4CN(C(=O)Cc5ccc(-n6cnnn6)cc5)CC34)ccc21	CHEMBL3794249-ACTIVE
COc1ccc2nc(CN3CCC[C@H]3CO)n(Cc3ccc(Cl)cc3)c2c1	CHEMBL3699579-ACTIVE
O=c1ccc(-c2nc3cc(Cl)c(Cl)cc3n2Cc2ccc(Cl)c(Cl)c2)c[nH]1	CHEMBL3699572-ACTIVE
O=C(NCCN1CCC(O)(Cc2ccc(F)cc2)CC1)Nc1ccnc2ccsc12	CHEMBL3358687-ACTIVE
O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NC[C@H]3CCNC[C@@H]3F)nc12	CHEMBL2387464-ACTIVE
COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2ccc(C)cc2)CC1	CHEMBL209324-ACTIVE
C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N	CHEMBL1928705-ACTIVE
CCC(=O)N1CCc2c(nc(C)n2[C@@H]2C[C@@H]3CC[C@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1	CHEMBL1649930-ACTIVE
CCOC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1	CHEMBL478834-ACTIVE
O=C(CN1CCCN(Cc2nc3ccccc3[nH]2)CC1)Nc1ccc(C(F)(F)F)cc1	CHEMBL1097701-ACTIVE
CNC(=O)c1nn(C)c2c(C)cc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12	CHEMBL4762290-ACTIVE
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)no3)CC1)c(=O)n2C	CHEMBL4759218-ACTIVE
CN1CCC(CNC2=NC(=O)/C(=C/c3csc(-c4ccc(OC(F)(F)F)cc4)n3)S2)CC1	CHEMBL4757567-ACTIVE
COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(C(=O)C2CC2(F)F)CC4)cc1	CHEMBL4094575-ACTIVE
Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1	CHEMBL3422238-ACTIVE
CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Cl)ccc3n1C)C2	CHEMBL3314349-ACTIVE
c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1	CHEMBL42557-ACTIVE
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1	CHEMBL228814-ACTIVE
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1	CHEMBL60889-ACTIVE
CNCc1cc(S(=O)(=O)NC)ccc1Oc1ccc(Cl)c(Cl)c1	CHEMBL455424-ACTIVE
COc1cnc2ccc(=O)n(CCN3CCC(C4C(=O)Nc5ccc(Cl)cc54)CC3)c2c1	CHEMBL3318982-ACTIVE
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F	CHEMBL2425059-ACTIVE
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2cccnc2)c(Cl)c1	CHEMBL1957677-ACTIVE
CC1CCCN1CCc1ccc2nc(-c3ccsc3)ccc2c1	CHEMBL1822868-ACTIVE
Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cc(Cl)cc2o1	CHEMBL1272232-ACTIVE
COc1cc(OC)cc(C(=O)NCC2(C#N)CCN(CC3=Cc4ccccc4OC3(C)C)CC2)c1	CHEMBL1836152-ACTIVE
CCN1C[C@H]2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1	CHEMBL1813316-ACTIVE
Clc1ccc(CN(C2CC2)C2CNC2)cc1Cl	CHEMBL3331484-ACTIVE
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@H](CC3)N1CC[C@@H](NCc3cncn3C2)C1=O	CHEMBL526656-ACTIVE
CN(C)[C@@H]1CCC[C@H]1Nc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F	CHEMBL519418-ACTIVE
CN1C(C)(C)CC(Nc2nc3c(-c4ccc(C(=O)N5C[C@@H]6C[C@H]5CO6)cc4)cnn3c(N)c2-c2ccccc2)CC1(C)C	CHEMBL4636056-ACTIVE
Cc1ccc2c(c1)nc(CCN1C(=O)c3cccc4cccc(c34)C1=O)n2-c1ccncc1	CHEMBL4558162-ACTIVE
C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1	CHEMBL4537673-ACTIVE
Cc1c(CCN2CCC3(CC2)CCN(c2ccc(=O)n(C)n2)C3=O)ccc2c1COC2=O	CHEMBL4075868-ACTIVE
CCc1nc2c(Cc3ccc(C(=O)NO)cc3)cccc2c(=O)n1CCc1ccccc1	CHEMBL2425952-ACTIVE
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F	CHEMBL2010850-ACTIVE
CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21	CHEMBL1956112-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccccc3)C2)n1C	CHEMBL3913062-ACTIVE
CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1-c1ccccc1	CHEMBL3911908-ACTIVE
N=C(N)N/N=C/c1ccc(-c2cccc(/C=N/NC(=N)N)c2)cc1	CHEMBL3990823-ACTIVE
N#Cc1ccc2cc1Oc1ccc(Br)c(c1)CN1CC[C@@H](NCc3cncn3C2)C1=O	CHEMBL524997-ACTIVE
O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1	CHEMBL4641631-ACTIVE
Cc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1	CHEMBL4561733-ACTIVE
CC1=C(c2cccc(O)c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21	CHEMBL4447340-ACTIVE
CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1	CHEMBL4291436-ACTIVE
CC(C)(C)CN1CCC(c2ccccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1	CHEMBL3092631-ACTIVE
CCNc1nc2c(c(C(N)=O)n1)CN(C(=O)CCc1ccc(OC(F)(F)F)cc1)CC2	CHEMBL2331648-ACTIVE
O=C([C@H]1C[C@H](Oc2ccc(F)cc2)CN1)N1CCCN(C2CCCC2)CC1	CHEMBL1097882-ACTIVE
CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl	CHEMBL507721-ACTIVE
CN(C)CCCNC(=O)c1ccc(Cn2c(Cc3c(Cl)cccc3Cl)nc3ccccc32)cc1	CHEMBL3947919-ACTIVE
CC(C)(CCO)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N	CHEMBL4756756-ACTIVE
Cc1cc(N2C[C@@H]3CC[C@H](C2)[C@H]3Nc2nc3c(OCC(F)F)ccc(C(F)(F)F)n3n2)ncn1	CHEMBL4642178-ACTIVE
CN(c1ccc(-c2cc3cccnc3cc2O)nn1)C1CC(C)(C)NC(C)(C)C1	CHEMBL4277023-ACTIVE
Cn1cc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)cn1	CHEMBL4204174-ACTIVE
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C)n2)C3)ccc2c1COC2=O	CHEMBL4082637-ACTIVE
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cn1	CHEMBL3965469-ACTIVE
CCc1nn2c(C)cc(C)nc2c1Cc1ccc(CCCN2CCN(C(C)C)CC2)cc1	CHEMBL3639746-ACTIVE
Nc1nc(C2CC2)cn1CC(O)c1ccc(Cl)cc1Cl	CHEMBL3289797-ACTIVE
CC(=O)C1CCN(CCOc2ccn(-c3ccc(Cl)c(Cl)c3)n2)CC1	CHEMBL2170213-ACTIVE
CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C	CHEMBL1688243-ACTIVE
O=C(N1CCN(Cc2ccc3c(c2)OCO3)CC1)N1CCSc2ccccc2C1	CHEMBL3909873-ACTIVE
COc1ccc(CCN2C(=O)N(NS(=O)(=O)Cc3ccccc3)C[C@@H]2c2ccc(OC)cc2)cc1	CHEMBL569628-ACTIVE
CCCCC1(c2ccc3[nH]ccc3c2)CCNC1	CHEMBL463585-ACTIVE
O=S(=O)(CC1CC1)NC1CN(c2ccc3c(c2)[C@@H](Cc2ccccc2)[C@@H](N2CCC2)CC3)C1	CHEMBL4171521-ACTIVE
NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3cccnc3)ccc2=O)CC1	CHEMBL3112960-ACTIVE
O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1	CHEMBL2059305-ACTIVE
C[n+]1c(C#CC2CCCCC2)cccc1C#CC1CCCCC1	CHEMBL2325211-ACTIVE
CC#Cc1cncc(-c2cc3c(cc2F)OCC2(CC2)C32COC(N)=N2)c1	CHEMBL3703304-ACTIVE
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CCN(C3CC3)C2)cc1)c1ccccc1	CHEMBL4799011-ACTIVE
COc1nc2ccc(C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12	CHEMBL4169545-ACTIVE
NC1=N[C@@]2(c3cc(CNCC(F)(F)F)c(F)cc3F)CO[C@@H](CF)C[C@H]2CS1	CHEMBL3673194-ACTIVE
CN1CCC(c2ccc3nc(Nc4ccc(C(F)(F)F)cn4)[nH]c3c2)CC1	CHEMBL3321972-ACTIVE
Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3nc(N)ccc23)c1	CHEMBL2147022-ACTIVE
Cn1c(=O)c2c(c(C#N)c(N3CCC[C@H](N)C3)n2Cc2ccccc2)n(C)c1=O	CHEMBL1951597-ACTIVE
CC(N(C)C)C1(c2ccc3ccccc3c2)CCCCC1	CHEMBL1684055-ACTIVE
FC(F)Oc1ccc(-c2nnc3cncc(OCCC45C6C7C8C6C4C8C75)n23)cc1	CHEMBL4777282-ACTIVE
NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)c2cccc(F)c21	CHEMBL3650830-ACTIVE
Cc1nc(C(C)C)n([C@@H]2C[C@@H]3CC[C@H](C2)N3CC[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)n1	CHEMBL1649912-ACTIVE
Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1C[C@@H]1CNCCO1	CHEMBL4647217-ACTIVE
Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3C3CC3)n2)ccn1	CHEMBL4453994-ACTIVE
CN(Cc1ccc(F)cc1)c1cc(C(=O)Nc2nncs2)ncn1	CHEMBL4101551-ACTIVE
CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3ccnc4ccccc34)c(=O)c21	CHEMBL1951431-ACTIVE
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34)nc12	CHEMBL2347988-ACTIVE
CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@H]1CCNC1	CHEMBL1077638-ACTIVE
CCNC(=O)[C@H]1CC[C@@]2(C)CC[C@@H]3c4ccc(OCCCN5CCC[C@H]5C)cc4CC[C@H]3[C@H]12	CHEMBL4466132-ACTIVE
O=C(O)C[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1	CHEMBL4458575-ACTIVE
CC(C)Oc1ccc(NC(=O)c2cc(N(C)Cc3ccc(F)cc3)ncn2)cc1	CHEMBL4088719-ACTIVE
COc1ccc(C(=O)Oc2cc(O)cc3oc(-c4ccc(OC)cc4)cc(=O)c23)cc1	CHEMBL3968881-ACTIVE
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3ncn4c3CCCC4)nc12	CHEMBL2347996-ACTIVE
CC(C)(C)NC(=O)NCCN1CCCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1	CHEMBL2337979-ACTIVE
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3ccc(O)cc3)CC2)C1	CHEMBL1829613-ACTIVE
O=C(NO)c1cnc(N2C[C@@H]3CN(Cc4ccc5ccccc5c4)C[C@@H]3C2)nc1	CHEMBL1270139-ACTIVE
CC(=O)N1CCN(CCOc2ccc(NC(=O)c3cccc(F)c3)cc2-c2ccnn2C)CC1	CHEMBL1085627-ACTIVE
COc1cccc(N2CCN(C[C@H](O)COc3ccc(C(F)(F)F)cc3)CC2)c1	CHEMBL2334271-ACTIVE
COc1cc(-c2cn(CC(=O)NC3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1	CHEMBL2017412-ACTIVE
C[n+]1c(C#Cc2cccc(Cl)c2)cccc1C#Cc1cccc(Cl)c1	CHEMBL2325215-ACTIVE
CCN1CC2(CCN(CCc3ccccc3F)CC2)O[C@H](C)C1=O	CHEMBL4776924-ACTIVE
Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1	CHEMBL469724-ACTIVE
NCc1ccc(-n2cc(-c3ccc4cc[nH]c4c3)c(C(F)(F)F)n2)cc1	CHEMBL4641455-ACTIVE
O=C(c1ccc(-c2ccc(F)c(F)c2)o1)N1CCN(Cc2ccc(OC3CCNCC3)c(Cl)c2)CC1	CHEMBL4457118-ACTIVE
c1ccc(-c2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncn2)cc1	CHEMBL4102566-ACTIVE
CN1CCN(c2ccccc2CNC(=O)c2ccc(F)c(NC(=O)c3cnc4cc(-c5ccnn5C)ccn34)c2)CC1	CHEMBL3979322-ACTIVE
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1	CHEMBL3290012-ACTIVE
Cc1cnc(NC(=O)c2cc(Oc3ccc(C#N)cc3)c3cc(C)oc3c2)cn1	CHEMBL3218481-ACTIVE
Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(F)c3)N2)cc1	CHEMBL3128199-ACTIVE
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C	CHEMBL3103191-ACTIVE
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1C1CCN(C)CC1	CHEMBL2409310-ACTIVE
C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1	CHEMBL2336331-ACTIVE
N#Cc1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1	CHEMBL2170629-ACTIVE
COC1CN(c2nnc(C)c3c(C)n(-c4ccc(Cl)cc4OC(F)(F)F)nc23)C1	CHEMBL1801191-ACTIVE
Cc1cnc(N2CCC([C@H]3C[C@H]3CCOc3nc(C)cc(C#N)n3)CC2)nc1	CHEMBL1771103-ACTIVE
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12	CHEMBL1645462-ACTIVE
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2ccsc2)cc1	CHEMBL1289180-ACTIVE
CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1	CHEMBL1092748-ACTIVE
CCCC1(CC)Cc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2O1	CHEMBL567417-ACTIVE
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(OC(F)(F)F)c1	CHEMBL559919-ACTIVE
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	CHEMBL549-ACTIVE
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	CHEMBL49-ACTIVE
COc1cc([C@H]2CC[C@@H](C(N)=O)N2)ccc1OCc1ccccc1F	CHEMBL4646446-ACTIVE
C[C@@H](Oc1ccc([C@H]2CC[C@@H](C(N)=O)N2)cc1)c1ccccc1	CHEMBL4634692-ACTIVE
COc1cc(OC)cc(C(=O)N[C@H]2CC[C@H](Nc3nc(C)cc(N(C)C)n3)CC2)c1	CHEMBL4241707-ACTIVE
CC(C)C[C@H](CN)Nc1cc(Nc2cccc(C(C)(C)C)n2)c(C(N)=O)nn1	CHEMBL3237572-ACTIVE
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)C(=O)N(C(C)C)C6)n3C)cccc2n1	CHEMBL272478-ACTIVE
O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1	CHEMBL239744-ACTIVE
Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(-c3ccncc3)c2C1	CHEMBL2069416-ACTIVE
O=C1O[C@]2(CC[C@H](c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1	CHEMBL1289820-ACTIVE
C[n+]1c(C#Cc2ccccc2Cl)cccc1C#Cc1ccccc1Cl	CHEMBL2325216-ACTIVE
Cc1ccc(F)cc1CO[C@H]1CCc2ccc(N3CCNC[C@H]3C)nc21	CHEMBL594717-ACTIVE
CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)OCCO2	CHEMBL4278050-ACTIVE
CC1=C[C@@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1	CHEMBL4208552-ACTIVE
COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@H]5F)c4n3)cnc2c1	CHEMBL3109337-ACTIVE
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccc(N4CCOCC4)cc3OC)n1)CCN(CC(=O)N(C)C)CC2	CHEMBL1642258-ACTIVE
COc1cc(F)ccc1-c1cc(CNC2CCCC2)ccn1	CHEMBL1779006-ACTIVE
COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc3)CC2)n1	CHEMBL1645167-ACTIVE
O=[N+]([O-])c1ccc(S(=O)(=O)N2CCC(CN3CCC(c4noc5cc(F)ccc45)CC3)CC2)cc1	CHEMBL3741292-ACTIVE
O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccccc3)CC1)O2)NO	CHEMBL1938433-ACTIVE
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2	CHEMBL289469-ACTIVE
Cc1ccc(/C=C/CN(C)Cc2ccc3c(c2)OCCC3)cc1	CHEMBL4090758-ACTIVE
Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cc(-c3ccccc3)ncc2[nH]1)C(F)(F)F	CHEMBL3358925-ACTIVE
CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1	CHEMBL209821-ACTIVE
CC(=O)Nc1cccc(Nc2ncnc(N3CCc4ccccc4C3)n2)c1	CHEMBL1813015-ACTIVE
CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1	CHEMBL488817-ACTIVE
Cc1nc(-c2ccccc2)nc(OCCCN2CCCC2)c1Cl	CHEMBL3359230-ACTIVE
CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1cccc2ccoc12	CHEMBL3814424-ACTIVE
C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2C(F)(F)F)n1	CHEMBL570274-ACTIVE
CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1	CHEMBL4635883-ACTIVE
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cccc(CN2CCOCC2)c1	CHEMBL4217428-ACTIVE
COC[C@@](C)(N)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1	CHEMBL4069225-ACTIVE
O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ccccc3)cc12	CHEMBL2403316-ACTIVE
CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)CC1	CHEMBL2381908-ACTIVE
Cc1nc(N2CCC(N3CCCC3=O)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2016776-ACTIVE
CCCCC[C@@H](Cc1ccc(C(=O)NCCC(=O)O)cc1)C(=O)c1cc2cc(Cl)ccc2n1-c1cccc(C(F)(F)F)c1	CHEMBL1922933-ACTIVE
CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc2ccccc2)n1	CHEMBL1917511-ACTIVE
O=C(/C=C/c1ccc(C(F)(F)F)cc1)N1CCC[C@H]1CN1CCCC1	CHEMBL218790-ACTIVE
CNC(C)c1ccc(Cl)cc1Oc1ccc(C)cc1	CHEMBL461631-ACTIVE
CC(C)(C)CCN1CCC(CNC(=O)C2(c3ccc(F)cc3)CCCCC2)CC1	CHEMBL493060-ACTIVE
CCOC(=O)N1CCC(C)(CN2CCC3(CC2)CN(S(C)(=O)=O)c2ncccc23)CC1	CHEMBL3289442-ACTIVE
COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1	CHEMBL523475-ACTIVE
CN1CC2(CCN(CCc3ccccc3)CC2)OC2(CC2)C1=O	CHEMBL4762816-ACTIVE
O=C1N[C@H](c2cncc(C#Cc3ccccc3)c2)[C@@H](c2cc(F)ccc2F)O1	CHEMBL3804846-ACTIVE
Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1	CHEMBL3787614-ACTIVE
Nc1nc2cc3c(cc2s1)CCN(Cc1ccc(F)cc1)CC3	CHEMBL2326477-ACTIVE
COc1cc(-c2cn(C3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1	CHEMBL3609626-ACTIVE
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCCOCC1	CHEMBL1091163-ACTIVE
CCCCCCCN(CC)CC#CCc1ccccc1	CHEMBL3093967-ACTIVE
NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CC[N+]1(CCCC1)C2	CHEMBL4085169-ACTIVE
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1Cc2ccccc2C1	CHEMBL551613-ACTIVE
Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1cccs1	CHEMBL4244935-ACTIVE
COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1	CHEMBL4205724-ACTIVE
CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1	CHEMBL4094125-ACTIVE
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC	CHEMBL393718-ACTIVE
Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c1ccc(Cl)cc1Cl	CHEMBL3289807-ACTIVE
Cc1ccccc1-c1nc2cn(-c3ccc(Cl)cc3)nc2c(=O)n1CC1CCCN(C(C)C)C1	CHEMBL3218647-ACTIVE
CCOC(=O)N1CCC(C)(CN2CC[C@H](N3C(=O)Cc4ccccc43)C2)CC1	CHEMBL2336056-ACTIVE
N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1	CHEMBL204459-ACTIVE
N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21	CHEMBL1643512-ACTIVE
CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F	CHEMBL1289097-ACTIVE
Cn1ccc(Cn2cc(-c3ccc(Cl)c(C(F)(F)F)c3)cn2)n1	CHEMBL3945735-ACTIVE
Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1	CHEMBL472260-ACTIVE
Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)c4ccc(N5CCOCC5)c(C(F)(F)F)c4)c3)c12	CHEMBL4793906-ACTIVE
Fc1ccc(C2(c3ccc(F)cc3)CNC(c3cnccn3)=N2)cc1	CHEMBL490937-ACTIVE
C[C@@H](NC(=O)[C@H]1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1	CHEMBL4755755-ACTIVE
Fc1ccc(-c2nc3c(N4CCNCC4)nccc3[nH]2)cc1F	CHEMBL4743530-ACTIVE
COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F	CHEMBL4650360-ACTIVE
Cc1cn(-c2ccc(-c3cn(CC(=O)Nc4cccc(Cl)c4Cl)nn3)cc2F)cn1	CHEMBL3903475-ACTIVE
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1	CHEMBL1835142-ACTIVE
CC#C[C@@H](c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)[C@H]1OC(=O)NC1=O	CHEMBL1777878-ACTIVE
COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1	CHEMBL1090175-ACTIVE
Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1	CHEMBL455511-ACTIVE
