COc(cc(cc1)Cl)c1Oc(ccc(Cl)c1)c1Cl	nonbinder1-inactive
COc(cc(cc1)-c(cc2)cc(OC)c2N)c1N	nonbinder333-inactive
Cc(cc(cc1)-c(cc2)cc(C)c2N)c1N	nonbinder334-inactive
SCCCCCCCCS	nonbinder335-inactive
N#Cc(c(Cl)ccc1)c1Cl	nonbinder336-inactive
CC(NC(CCS1)C1=O)=O	nonbinder337-inactive
CCC(C)OC(N1C(CCO)CCCC1)=O	nonbinder338-inactive
CC(C)(C(C1)C(C)=C2)C1C2=O	nonbinder339-inactive
C=CC(N1CCOCC1)=O	nonbinder340-inactive
OCCN(CCO)c1ccccc1	nonbinder341-inactive
c1cc2cc3ccccc3cc2cc1	nonbinder342-inactive
COc(ccc(C=O)c1)c1OC	nonbinder343-inactive
OS(c1cc2ccccc2cc1)(=O)=O	nonbinder344-inactive
CCN(CC)c1ccc(C=O)cc1	nonbinder345-inactive
OC(COc1cc2ccccc2cc1)=O	nonbinder346-inactive
CN(C(CC1)C2)C1CC2O	nonbinder347-inactive
Oc(cc1)c(Cc2ccccc2)cc1Cl	nonbinder348-inactive
CC(C(O)=O)Oc(ccc(Cl)c1)c1Cl	nonbinder349-inactive
CCNc1c(C)ccc(O)c1	nonbinder350-inactive
CCC(OC(C)c1ccccc1)=O	nonbinder351-inactive
O=C(CC(c1ccccc1)=O)c1ccccc1	nonbinder352-inactive
CCOC(c(cc1)ccc1O)=O	nonbinder353-inactive
CC(C)COC(c1ccccc1)=O	nonbinder354-inactive
CC=Cc(cc1)cc2c1OCO2	nonbinder355-inactive
COC(c(cc1)ccc1C(OC)=O)=O	nonbinder356-inactive
CN(C)Cc(cccc1)c1O	nonbinder357-inactive
CC(Nc1c(C)cccc1)=O	nonbinder358-inactive
c(cc1)cc2c1sc(SSc1nc(cccc3)c3s1)n2	nonbinder359-inactive
CCC(C)(C)c(cc1)cc(C(C)(C)CC)c1O	nonbinder360-inactive
Nc(n(-c(c(Cl)cc(C(F)(F)F)c1)c1Cl)nc1C#N)c1S(C(F)(F)F)=O	nonbinder361-inactive
CC(NC(CO)C(NC(CC(O)=O)C(NC(CCCCN)C(N(CCC1)C1C(O)=O)=O)=O)=O)=O	nonbinder362-inactive
Cc(cc1)ccc1-c(n(c(C#N)n1)S(N(C)C)(=O)=O)c1Cl	nonbinder363-inactive
NC(n1c(O)c(C(c2cccs2)=O)c2c1ccc(Cl)c2)=O	nonbinder364-inactive
CC(Cc(cc1)cc2c1OCO2)C=O	nonbinder365-inactive
CC(C)(c1cc(Cn2ncnc2)cc(C(C)(C)C#N)c1)C#N	nonbinder366-inactive
Cc(cc1)cc2c1sc1c2c(C)ccc1	nonbinder367-inactive
CCNC(NCCCOc1cc(CN2CCCCC2)ccc1)=O	nonbinder368-inactive
OC(Cc(cccc1)c1Cl)(Cn1ncnc1)C1(CC1)Cl	nonbinder369-inactive
Cc(ccc([N+]([O-])=O)c1)c1S(O)(=O)=O	nonbinder370-inactive
Cc(ccc([N+]([O-])=O)c1)c1[N+]([O-])=O	nonbinder371-inactive
[O-][N+](c(cc(C(F)(F)F)cc1)c1Cl)=O	nonbinder372-inactive
COc(cc(C=O)cc1)c1O	nonbinder374-inactive
CCOC(C1OC1c1ccccc1)=O	nonbinder375-inactive
Nc1cccc(S(O)(=O)=O)c1	nonbinder376-inactive
CC(Nc(cc1)ccc1S(Cl)(=O)=O)=O	nonbinder378-inactive
CCOC(CC(C(OCC)=O)SP(OC)(OC)=S)=O	nonbinder379-inactive
NC(c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)=O	nonbinder380-inactive
Nc(ccc([N+]([O-])=O)c1)c1Cl	nonbinder381-inactive
COC(c(cc1)ccc1OC)=O	nonbinder382-inactive
S=C(NC1CCCCC1)NC1CCCCC1	nonbinder384-inactive
C=CCN(C1=C(N2C(C3O)OC(CO)C3O)N=C(N)NC1=O)C2=O	nonbinder385-inactive
CCN(CC)S(c(cc1)ccc1C(O)=O)(=O)=O	nonbinder386-inactive
C(c1ccccc1)NC1=C2N=CN=C2N=CN1	nonbinder387-inactive
COC(C1(c(cccc2)c2-c2c1cccc2)O)=O	nonbinder388-inactive
Cc(cc(cc1)OP(OC)(OC)=S)c1[N+]([O-])=O	nonbinder389-inactive
CC(Nc(cc1)ccc1S(Nc(cc1)ccc1[N+]([O-])=O)(=O)=O)=O	nonbinder390-inactive
CCNc1nc(Cl)nc(NCC)n1	nonbinder391-inactive
c(cc1)ccc1Nc1ccccc1	nonbinder392-inactive
CCCCCC(C=O)=Cc1ccccc1	nonbinder393-inactive
CC(C)OC(Nc1ccccc1)=O	nonbinder394-inactive
CCOC(OCC)OCC	nonbinder395-inactive
C(C1OC1)Oc1ccccc1	nonbinder396-inactive
CCC(OCc1ccccc1)=O	nonbinder397-inactive
c(cc1)ccc1NNc1ccccc1	nonbinder398-inactive
CC(C)CCOCc1ccccc1	nonbinder399-inactive
CCOc(cc1)ccc1NC(CC(C)=O)=O	nonbinder400-inactive
OC(COc(cc1)ccc1Cl)=O	nonbinder401-inactive
OCCN1CCN(CCO)CC1	nonbinder402-inactive
OCCCc1ccccc1	nonbinder403-inactive
COc1cc(NS(c(cc2)ccc2N)(=O)=O)ncn1	nonbinder404-inactive
CCCCCCCCCCCCCCC(CO)/N=C(\CCCCCCCCCCCCCC)/O	nonbinder405-inactive
CS(c(cc1)ccc1-c1cn(cccc2)c2n1)(=O)=O	nonbinder406-inactive
[O-][N+](c1ccc(/C=C/C(c2ccccc2)=O)cc1)=O	nonbinder407-inactive
CN(CCOc1ccc(CC(C(N2)=O)SC2=O)cc1)c1ncccc1	nonbinder408-inactive
Oc1cccc(/C(/C(CC2)=N/C2=C(\c2ccc(/C(/c3cc(O)ccc3)=C3\N=C4C=C3)[nH]2)/c2cc(O)ccc2)=C(\C=C2)/N/C2=C4/c2cccc(O)c2)c1	nonbinder409-inactive
CC(CCC1)(CC2)C1C(CC1)C2C(C)(CC2)C1CC2O	nonbinder410-inactive
CC(N(C(F)F)C1=O)=NN1c(cc(c(Cl)c1)NS(C)(=O)=O)c1Cl	nonbinder411-inactive
CCS(c1cccnc1S(NC(Nc1nc(OC)cc(OC)n1)=O)(=O)=O)(=O)=O	nonbinder412-inactive
NCCCN1CCOCC1	nonbinder413-inactive
COc1ccc(C=O)cc1	nonbinder414-inactive
CCCCCCCCC(OCC)=O	nonbinder415-inactive
CC(C)=CCCC(C=C)=C	nonbinder416-inactive
O=C(CS)OCCOC(CS)=O	nonbinder417-inactive
CN1c(cc(cc2C(NC3C(CC4)CCN4C3)=O)Cl)c2OCC1=O	nonbinder418-inactive
COCCOCC(CC1(CCCC1)C(NC(CC1)CCC1C(O)=O)=O)C(Oc1cc(CCC2)c2cc1)=O	nonbinder419-inactive
CC(CN1/N=C/c2cnccc2)=NNC1=O	nonbinder420-inactive
CC(OCC(Nc1cc(C#N)cc(NC(COC(C)=O)=O)c1Cl)=O)=O	nonbinder421-inactive
CC(CC1)(C(C)(CC2)C1C(CC1)C2C2(C)C1Cc1nonc1C2)O	nonbinder422-inactive
CCCCOCCOCCOC(C)=O	nonbinder423-inactive
CC(C)(C(CC1)C2)C1(C)C2O	nonbinder424-inactive
CCCCC(CC)COP(Oc1ccccc1)(Oc1ccccc1)=O	nonbinder425-inactive
CC(CC(C(CC1)C2C(C)(C=C3)C1=CC3=O)C1(C)CC2=O)C1(C(CO)=O)O	nonbinder426-inactive
CC(C)(C(CC1)C2)C1(C)C2OC(C)=O	nonbinder427-inactive
Cc1c(C(c2c3cccc2)(c(cc2C)c(C)cc2O)OS3(=O)=O)cc(C)c(O)c1	nonbinder428-inactive
CCC(c1ccccc1)(C(NCN1)=O)C1=O	nonbinder429-inactive
CCC(CCC(N1)=O)(c(cc2)ccc2N)C1=O	nonbinder430-inactive
CC(C)(C(N(C1=O)Br)=O)N1Cl	nonbinder431-inactive
CC(CC(C=C1OC)=O)C1(C1=O)Oc2c1c(OC)cc(OC)c2Cl	nonbinder432-inactive
[O-][N+](C(CO)(CO)CO)=O	nonbinder433-inactive
CC(OCC(C(C1OC(C)=O)OC(C)=O)OC1(COC(C)=O)OC(C(C1OC(C)=O)OC(C)=O)OC(COC(C)=O)C1OC(C)=O)=O	nonbinder434-inactive
CC(C)(Cc1ccccc1)N(C)C(CN(CCO)CC(N(C)C(C)(C)Cc1ccccc1)=O)=O	nonbinder435-inactive
OCC(CO)(CO)COCC(CO)(CO)CO	nonbinder436-inactive
CC(C)COP(OCC(C)C)(OCC(C)C)=O	nonbinder437-inactive
CCCCOP(OCCCC)(OCCCC)=O	nonbinder438-inactive
CC(C)CC(C)(C#CC(C)(CC(C)C)O)O	nonbinder439-inactive
Cc1c(C(O)=O)c(O)cc(C(c(c2c(c(C(C(C3O)O)OC(CO)C3O)c3O)O)c3O)=O)c1C2=O	nonbinder440-inactive
CC1(CCCCC1)C(Nc(c(Cl)c1Cl)ccc1O)=O	nonbinder441-inactive
CC(C)C(CCC1C2(C)CCC3)=CC1=CCC2C3(C)C(OC)=O	nonbinder442-inactive
CC(CC1O)(C(CC2)C(CCC(C3(C)CC4)=CC4=O)C13F)C2(C(CO)=O)O	nonbinder443-inactive
CC1(C)C(/C=C/C(C)=O)C(C)=CCC1	nonbinder444-inactive
CC(C)(C(N1C)=O)OC1=O	nonbinder445-inactive
CC1(C)C(C=C(C)C(C)=O)C(C)=CCC1	nonbinder446-inactive
O=S(c1ccccc1)(c1ccccc1)=O	nonbinder447-inactive
Cc1c(NS(c(cc2)ccc2N)(=O)=O)onc1C	nonbinder448-inactive
Nc(cc1)ccc1S(Nc1ccccc1)(=O)=O	nonbinder449-inactive
CC(C)(C(C1)CC2)C1C2=C	nonbinder450-inactive
CC1N(C=C(C(O)=O)C(c2cc(F)c3C4(CC4)N)=O)c2c3OC1	nonbinder451-inactive
C1=CC=CC1[Ni]C1C=CC=C1	nonbinder452-inactive
NC(C1)C2(CC2)CN1c(c(Cl)c(c1c2)N(C(C3)C3F)C=C(C(O)=O)C1=O)c2F	nonbinder453-inactive
COc1ccc(C(C2CC2)(c2cncnc2)O)cc1	nonbinder454-inactive
CCOC(c(nc1)c(CN2C)n1-c1cccc(I)c1C2=O)=O	nonbinder455-inactive
CCC(CC)(CC(Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)=O)C(O)=O	nonbinder456-inactive
C/C(/CCC(OCCN1CCOCC1)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	nonbinder457-inactive
CCCCC(C(N(c1ccccc1)N1c(cc2)ccc2O)=O)C1=O	nonbinder458-inactive
CN(C)c1ccc(C(c2ccccc2)c(cc2)ccc2N(C)C)cc1	nonbinder459-inactive
CC1(C(C(C(CC2)OC(NC(CCl)=O)=O)OC)C22OC2)OC1CC=C(C)C	nonbinder461-inactive
CC(CC1)(C(CC2)C(C(CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)C3)C1c(cc1)c3cc1O)C2O	nonbinder462-inactive
Cc1ccnc(N(C2CC2)c2c3cccn2)c1NC3=O	nonbinder463-inactive
Oc(c1ncccc11)ccc1Cl	nonbinder464-inactive
Cc(ccc1c2sc(-c(cc3)ccc3N)n1)c2S(O)(=O)=O	nonbinder465-inactive
O=C(c1c2cccc1)c(cc(c(Nc1c(c(C(c3c4cccc3)=O)c3)C4=O)c4Nc1c3Cl)Cl)c4C2=O	nonbinder466-inactive
Oc(c1ncccc1c(Cl)c1)c1I	nonbinder467-inactive
CC/C(/c(cc1)ccc1OC(CC)=O)=C(/CC)\c(cc1)ccc1OC(CC)=O	nonbinder468-inactive
CCCCN(C(N[N+]([O-])=O)=N)N=O	nonbinder470-inactive
O=C(NC1CCCCC1)N(CCCl)N=O	nonbinder471-inactive
ClC(c(ccc(Cl)c1)c1Cl)(Cl)Cl	nonbinder472-inactive
CC(c(cc1)ccc1OC(C)=O)=O	nonbinder474-inactive
CC(OCC(C(C1OC(C)=O)OC(C)=O)OC1OC(C)=O)=O	nonbinder475-inactive
CC(CO)(CN(c1ccccc1)N1)C1=O	nonbinder476-inactive
CCOP(OCC)(SCSC(C)(C)C)=S	nonbinder477-inactive
CC(C)(c(cc1)ccc1Oc(cc1)ccc1N)c(cc1)ccc1Oc(cc1)ccc1N	nonbinder478-inactive
CCN(CC)C(/C(/C#N)=C\c(cc1O)cc([N+]([O-])=O)c1O)=O	nonbinder479-inactive
COC(c(cccc1)c1C(OC)=O)=O	nonbinder480-inactive
C=CCOC(c(cccc1)c1C(OCC=C)=O)=O	nonbinder481-inactive
COc(cc1)cc(O)c1C(c(cccc1)c1O)=O	nonbinder482-inactive
Oc(cc1)cc(O)c1C(c(ccc(O)c1)c1O)=O	nonbinder483-inactive
[O-][N+](c(cc1C2CCCCC2)cc([N+]([O-])=O)c1O)=O	nonbinder484-inactive
CNC(N(c1ccccc1)c1ccccc1)=O	nonbinder485-inactive
N#Cc1c[nH]cc1-c1cccc(O2)c1OC2(F)F	nonbinder486-inactive
CC(C)(C)c1cc(C(C)=O)c(CCC2(C)C)c2c1	nonbinder487-inactive
CCN(CC)C(C(Cl)=C(C)OP(OC)(OC)=O)=O	nonbinder488-inactive
[O-][N+](c(cc1)cc([N+]([O-])=O)c1ON=Cc(cc1Br)cc(Br)c1O)=O	nonbinder489-inactive
CO/C=C(\C(OC)=O)/c(cccc1)c1Oc1ncnc(Oc(cccc2)c2C#N)c1	nonbinder490-inactive
NC(CSCCCO)C(O)=O	nonbinder491-inactive
CCCSP(OCC)(SCCC)=O	nonbinder492-inactive
CC(C)(CCC1=Cc(cc2)ccc2Cl)C1(Cn1ncnc1)O	nonbinder493-inactive
CCn1c(ccc(N)c2)c2c2c1cccc2	nonbinder494-inactive
OC(c1cc(-c2ccccc2)nc2ccccc12)=O	nonbinder495-inactive
OC(c(cccc1)c1C(Nc1cccc2ccccc12)=O)=O	nonbinder496-inactive
Cc1cc(C(N2CCN(C)CC2)=Nc(cccc2)c2N2)c2s1	nonbinder497-inactive
CC(C)NC(c1ccc(C=O)cc1)=O	nonbinder498-inactive
CC(C(C(C)C(C(C)C(/C=C/OC(C)(C(c1c2c(O)c3/C=N/N4CCN(C)CC4)=O)Oc1c(C)c(O)c2c(O)c3NC(/C(/C)=C/C=C/C1C)=O)OC)OC(C)=O)O)C1O	nonbinder499-inactive
Nc(cccc1)c1C(OCCc1ccccc1)=O	nonbinder501-inactive
OC(C(C(O)=O)O)C(O)=O	nonbinder502-inactive
Nc(cc(cc1C(O)=O)Cl)c1Cl	nonbinder503-inactive
CC(C)C(Nc(cc1)cc(C(F)(F)F)c1[N+]([O-])=O)=O	nonbinder504-inactive
COc1cc(CC#N)cc(OC)c1OC	nonbinder505-inactive
Oc(cc1)c(C2CCCC2)cc1Cl	nonbinder506-inactive
CC(C)=CCCC(C)=CC=NO	nonbinder507-inactive
CCCCCCCC/C=C/CCCCCCCC(OCC(C(C1O)OCC1O)O)=O	nonbinder508-inactive
O=C1C(C2)C(CCC3)C3C2C1	nonbinder509-inactive
Fc1ccc(C2(Cn3ncnc3)OC2c(cccc2)c2Cl)cc1	nonbinder510-inactive
Nc1cccc2ccccc12	nonbinder511-inactive
CCN(CC)C(c1cc(C)ccc1)=O	nonbinder512-inactive
OC1c(cc(cc2)OCc3nc(cc(cc4)F)c4s3)c2OCC1Cc1cc(C(O)=O)ccc1	nonbinder513-inactive
CCC(C(NC(NC(C)=O)=O)=O)c1ccccc1	nonbinder514-inactive
Cc(cc1)ccc1C(c(cc1O)cc([N+]([O-])=O)c1O)=O	nonbinder515-inactive
CC(C)c1c(C(Nc2ccccc2)=O)c(-c2ccccc2)c(-c(cc2)ccc2F)n1CCC(CC(CC(O)=O)O)O	nonbinder516-inactive
CC(C)(C(OCC=C)=O)OC(c(cc(cc1)N(C(C=C(C(F)(F)F)N2C)=O)C2=O)c1Cl)=O	nonbinder517-inactive
CC1(C)C2C1CC=C(C)C2	nonbinder518-inactive
NC(C=CN1C2OC(CO)SC2)=NC1=O	nonbinder519-inactive
CCC(C)(C#N)/N=N/C(C)(CC)C#N	nonbinder520-inactive
CCCCCC=CCC(OC)=O	nonbinder522-inactive
CC(C)(C)NCC(c(ccc(O)c1)c1Cl)O	nonbinder523-inactive
CC(C)(C)C(CCCC1)C1O	nonbinder524-inactive
COc1c(C=O)cccc1	nonbinder525-inactive
CN(C(CCl)Nc(c1c2)cc(Cl)c2S(N)(=O)=O)S1(=O)=O	nonbinder526-inactive
O=C(c1ccccc1)Nc(cccc1)c1SSc(cccc1)c1NC(c1ccccc1)=O	nonbinder527-inactive
COc(cccc1)c1NC(c1cc2ccccc2cc1O)=O	nonbinder528-inactive
COc(cc1)cc(OC)c1OC	nonbinder529-inactive
CC(C)c1ccc2ncccc2c1	nonbinder530-inactive
c(cc1)ccc1Nc1cc2ccccc2cc1	nonbinder531-inactive
NC(N(C(C(C(c1cc(Cl)cs1)=O)c1c2)=O)c1cc(Cl)c2F)=O	nonbinder532-inactive
CSC(c1c2snnc2ccc1)=O	nonbinder533-inactive
CC(C)NCC(COc1c(cc[nH]2)c2ccc1)O	nonbinder534-inactive
C/C(/N(C)Cc(cc1)cnc1Cl)=N\C#N	nonbinder535-inactive
CCOP(OCC)(Oc1nc2ccccc2nc1)=S	nonbinder536-inactive
c(cc1)ccc1NN=Nc1ccccc1	nonbinder537-inactive
Nc(cc1)ccc1C(OCC(CO)O)=O	nonbinder538-inactive
CCCOC(c(cc1)cnc1C(OCCC)=O)=O	nonbinder539-inactive
CCCCCCc(ccc(O)c1)c1O	nonbinder540-inactive
Cc(cc1)cc2c1[nH]nn2	nonbinder541-inactive
Nc1nc(cccc2)c2s1	nonbinder542-inactive
CC(c(c(Cl)c1Cl)ccc1Cl)=O	nonbinder543-inactive
CCCC(OC(CC1)(C(C)(CC2O)C1C(CC1)C2C(C)(CC2)C1=CC2=O)C(CO)=O)=O	nonbinder544-inactive
OC(Cn(c(C(Nc1nc(-c(cccc2)c2Cl)cs1)=O)c1)c2c1cccc2)=O	nonbinder545-inactive
CC(CC1)(C(CC2)C(CC3)C1C(C)(C1)C33OC3C(O)=C1C#N)C2O	nonbinder546-inactive
CC(CCl)OP(OC(C)CCl)(OC(C)CCl)=O	nonbinder547-inactive
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl	nonbinder548-inactive
CC(SCc1ccco1)=O	nonbinder549-inactive
CCc1cc(Cc(cc2CC)cc(CC)c2N)cc(CC)c1N	nonbinder550-inactive
CCOC(Nc1cccc(OC(Nc2ccccc2)=O)c1)=O	nonbinder551-inactive
CCCCCCCC(CCC1)C1=O	nonbinder552-inactive
CCCCCCCCCCCCCCCC(OCC(C(C(O)=C1O)OC1=O)O)=O	nonbinder553-inactive
C/C(/N(Cc1c(N)nc(C)nc1)C=O)=C(/CCO)\SSCCC(CCCCC(OC)=O)SC(C)=O	nonbinder554-inactive
Cc(c(Nc(cccc1)c1C(O)=O)ccc1)c1Cl	nonbinder555-inactive
CC(c(ccc(OC(C(C1O)O)SCC1O)c1)c1O1)=CC1=O	nonbinder556-inactive
CC(C(Cn1ncnc1)(c(ccc(F)c1)c1F)O)c(ncnc1)c1F	nonbinder557-inactive
CC(Oc(cccc1C(c2cc(C(O)=O)cc(OC(C)=O)c22)=O)c1C2=O)=O	nonbinder558-inactive
Cc(cccc1)c1C(Nc(cc1)ccc1C(N(CCCC1N(C)C)c2c1cccc2)=O)=O	nonbinder559-inactive
CCCCOC(C(C)O)=O	nonbinder560-inactive
NS(c(cc1)ccc1C(O)=O)(=O)=O	nonbinder561-inactive
CC(C1CC=C(C)CC1)=C	nonbinder562-inactive
CC(CC1)(CCC1C(C)=C)O	nonbinder563-inactive
CC(NCCc(c1c2)cccc1ccc2OC)=O	nonbinder564-inactive
OCc1cccc(Oc2ccccc2)c1	nonbinder565-inactive
[O-][N+](/N=C1/N(Cc(cc2)cnc2Cl)CCN1)=O	nonbinder566-inactive
FC(C(OC(F)F)(F)F)Cl	nonbinder567-inactive
CC/C(/C(C)[N+]([O-])=O)=C\C(\C(N)=O)=N/O	nonbinder568-inactive
CC(C)(C1CC2(C)CC1)C2OC(C)=O	nonbinder569-inactive
CN(CC1)CCN1C(OC(c1c(C2=O)nccn1)N2c(cc1)ncc1Cl)=O	nonbinder570-inactive
CCNC(CN1CCCOC)c(cc(s2)S(N)(=O)=O)c2S1(=O)=O	nonbinder571-inactive
OC(c(ccc(NC(c1ccccc1)=O)c1)c1O)=O	nonbinder572-inactive
OC(CN(CC(O)=O)CC(O)=O)=O	nonbinder573-inactive
CC(NC(C(C(C(CO)O)O)OC(C(O)=O)=C1)C1NC(N)=N)=O	nonbinder574-inactive
NC(N(C1c(ccc(OCc2ccccc2)c2)c2OC1)O)=O	nonbinder575-inactive
CN(C)CCc1c[nH]c2c1cc(CC(CO1)NC1=O)cc2	nonbinder576-inactive
CCOc1nc2cccc(C(O)=O)c2n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1	nonbinder577-inactive
OCCN(CCN(CCO)CCO)CCO	nonbinder580-inactive
ClCCOP(OCCCl)OCCCl	nonbinder581-inactive
OC(/C=C/c1ccccc1)=O	nonbinder582-inactive
CC(Nc1ncc([N+]([O-])=O)s1)=O	nonbinder585-inactive
CC(Nc(cc1)ccc1C(CCl)=O)=O	nonbinder586-inactive
N#CCc(cc1)ccc1Cl	nonbinder587-inactive
CC(COc1ccc(C(C)(C)C)cc1)OS(OCCCl)=O	nonbinder588-inactive
O=NN(CC1)CCN1N=O	nonbinder589-inactive
CCC(C(OCCN(CC)CC)=O)c1ccccc1	nonbinder590-inactive
CC(C)(C(CCC1(C)C(C)(CCC(C)(CC2)C3CC2(C)C(O)=O)C3=C2)C(C)(CC3)C1C2=O)C3OC(C(C(C1O)O)OC(C(C(C2O)O)O)OC2C(O)=O)OC1C(O)=O	nonbinder591-inactive
CC(C)C(CCC(C)C1)C1=O	nonbinder592-inactive
CC(C)C(C(NC(C)c1ccc(C)cc1)=O)NC(OC(C)C)=O	nonbinder593-inactive
CC(C)COC(CCCCC(OCC(C)C)=O)=O	nonbinder594-inactive
CCOC(/C=C/C(OCC)=O)=O	nonbinder595-inactive
CCC(OCCC(C)CCC=C(C)C)=O	nonbinder596-inactive
CCCCCCC(C/C=C/CCCCCCCC(OC)=O)O	nonbinder597-inactive
CC(CCCC(C)=C)CCO	nonbinder598-inactive
C/C(/OP(OC)(OC)=O)=C\C(N(C)C)=O	nonbinder599-inactive
CC(CCCC(C)(C)O)CC(OC)OC	nonbinder600-inactive
CS(c(cc(C(F)(F)F)cc1)c1C(c1c(C2CC2)onc1)=O)(=O)=O	nonbinder601-inactive
Cc1c(CCC(c2ccc(CC(C(N3)=O)SC3=O)cc2)=O)nc(-c2ccccc2)o1	nonbinder602-inactive
CCCCCCCCCCCC(OCC(CO)O)=O	nonbinder604-inactive
CC(C)(C#CC(C)(C)O)O	nonbinder605-inactive
CC(C)(C)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O	nonbinder606-inactive
CCCOC(Cc(cc1)cc(OC)c1OCC(N(CC)CC)=O)=O	nonbinder607-inactive
CCCC(c(cc(c(O)c1)O)c1O)=O	nonbinder608-inactive
CCCc1nccc(C(N)=S)c1	nonbinder609-inactive
C(C1OC1)OCC1CCC(COCC2OC2)CC1	nonbinder610-inactive
CC(C)Nc(c(C(c1c2cccc1)=O)c1C2=O)ccc1NC(C)C	nonbinder611-inactive
CC(C)(C)C(OCOP(COCCn1c2ncnc(N)c2nc1)(OCOC(C(C)(C)C)=O)=O)=O	nonbinder612-inactive
CC(C)N(C(COc1nnc(C(F)(F)F)s1)=O)c(cc1)ccc1F	nonbinder613-inactive
CCOC(NC(C)(C)Cc(cc1)ccc1Cl)=O	nonbinder614-inactive
Cc1cccc(C)c1NC(c(c(O)c1)cc(S(N)(=O)=O)c1Cl)=O	nonbinder615-inactive
CN1C(Cc2c[nH]c3c2cc(CCS(c2ccccc2)(=O)=O)cc3)CCC1	nonbinder616-inactive
Cc(cccc1)c1OCc(cccc1)c1/C(/C(OC)=O)=N/OC	nonbinder617-inactive
CC(C)(CC(C=C1C)=O)C1(/C=C/C(/C)=C/C(O)=O)O	nonbinder618-inactive
C(c1ccco1)n1cccc1	nonbinder619-inactive
CC(C)C(C(C)(C)CO)O	nonbinder620-inactive
CCC(OC(C)(CCC=C(C)C)C=C)=O	nonbinder621-inactive
Cc1nnc(NS(c(cc2)ccc2N)(=O)=O)s1	nonbinder622-inactive
CC(C)COc(ccc(-c1nc(C)c(C(O)=O)s1)c1)c1C#N	nonbinder623-inactive
COC(C1(C2)OCN(C(N(C(OC)=O)c(cc3)ccc3OC(F)(F)F)=O)N=C1c(cc1)c2cc1Cl)=O	nonbinder624-inactive
OC(CCCC1)C1c1ccccc1	nonbinder625-inactive
CC(C)OP(C)(OC(C)C)=O	nonbinder626-inactive
CCCc1nc(c(C)cc(-c2nc(cccc3)c3n2C)c2)c2n1Cc(cc1)ccc1-c(cccc1)c1C(O)=O	nonbinder627-inactive
CC(CC1)(C(CC2)C3C1C(C)(CCC(C1)O)C1=CC3)C2C(C)=O	nonbinder628-inactive
CC(C)(C)c(c([N+]([O-])=O)c(C)c(C)c1C)c1[N+]([O-])=O	nonbinder629-inactive
Cc(ccc(C(Nc(c(c1cc(S(O)(=O)=O)c2)c2S(O)(=O)=O)ccc1S(O)(=O)=O)=O)c1)c1NC(c1cccc(NC(Nc2cccc(C(Nc3c(C)ccc(C(Nc(cc4)c5c(S(O)(=O)=O)cc(S(O)(=O)=O)cc5c4S(O)(=O)=O)=O)c3)=O)c2)=O)c1)=O	nonbinder630-inactive
OC(C(C1OC2CC1)C2C(O)=O)=O	nonbinder631-inactive
CCOc1nc(F)cc2nc(S(Nc(c(Cl)ccc3)c3Cl)(=O)=O)nn12	nonbinder632-inactive
COc(n(c1n2)nc2S(Nc(c(F)ccc2)c2F)(=O)=O)ncc1F	nonbinder633-inactive
COC(c(nc1Cl)c(N)nc1Cl)=O	nonbinder634-inactive
[O-][N+](c(cc1)cc(C(c2ccccc2)=NC2)c1NC2=O)=O	nonbinder635-inactive
Cc(cc1)cc2c1oc(CN(Cc1ccccc1)C(Nc(c(F)cc(F)c1)c1F)=O)c2-c(cc1)ccc1Cl	nonbinder636-inactive
COc1cccc(OC)c1C(O)=O	nonbinder638-inactive
OCc1c(cccc2)c2cc2ccccc12	nonbinder639-inactive
O=C(C1C2CC=CC1)NC2=O	nonbinder640-inactive
CCN(C=C1C(O)=O)c(cc2OCOc2c2)c2C1=O	nonbinder641-inactive
CC1(C)Nc(cccc2)c2C(C)=C1	nonbinder642-inactive
OC(CNC(c(cccc1)c1I)=O)=O	nonbinder643-inactive
OCC(C(C(C=O)O)O)O	nonbinder644-inactive
NC(C=CN1C(C2O)OC(CO)C2O)=NC1=O	nonbinder645-inactive
Oc(cc1)ccc1C(c(ccc(O)c1)c1O)=O	nonbinder646-inactive
Oc1cc(CCC2)c2cc1	nonbinder647-inactive
CC(CC(c1c2scc1)O)S2(=O)=O	nonbinder648-inactive
CC(C)(C)c(cc1)ccc1S(Nc1nc(-c2ncccn2)nc(OCCO)c1Oc(cccc1)c1OC)(=O)=O	nonbinder649-inactive
CCC(C)C(CCCC1)C1=O	nonbinder650-inactive
Cc1cccc2c1nc(N)s2	nonbinder651-inactive
NCc1cccc(CN)c1	nonbinder652-inactive
c1c(-c2nc(cccc3)c3[nH]2)ncs1	nonbinder653-inactive
NC(Cc(cc1)ccc1N(CCCl)CCCl)C(O)=O	nonbinder654-inactive
CCN(CCC#N)c1ccccc1	nonbinder655-inactive
CCOP(OCC)(O/N=C(\c1ccccc1)/C#N)=S	nonbinder656-inactive
